station_id,name,latitude,longitude
II.TAU.10.LHZ,TAU,-42.9099006652832,147.32040405273438
IU.QSPA.80.LHZ,QSPA,-89.92890167236328,144.43820190429688
IU.SSPA.00.LHZ,SSPA,40.635799407958984,-77.88760375976562
IU.TARA.10.LHZ,TARA,1.3549000024795532,172.9228973388672
IU.WAKE.00.LHZ,WAKE,19.28339958190918,166.65199279785156
II.RPN.00.LHZ,RPN,-27.126699447631836,-109.33439636230469
IU.XMAS.10.LHZ,XMAS,2.044800043106079,-157.44569396972656
IU.SFJD.10.LHZ,SFJD,66.99610137939453,-50.620758056640625
II.JTS.00.LHZ,JTS,10.290800094604492,-84.95249938964844
II.FFC.00.LHZ,FFC,54.724998474121094,-101.97830200195312
II.EFI.00.LHZ,EFI,-51.67530059814453,-58.06370162963867
IU.TIXI.10.LHZ,TIXI,71.63410186767578,128.86669921875
II.RPN.10.LHZ,RPN,-27.126699447631836,-109.33439636230469
IU.MAKZ.00.LHZ,MAKZ,46.80799865722656,81.97699737548828
IU.CHTO.00.LHZ,CHTO,18.81410026550293,98.94429779052734
G.UNM.00.LHZ,UNM,19.329662322998047,-99.17806243896484
IU.PAB.10.LHZ,PAB,39.54460144042969,-4.349898815155029
II.COCO.10.LHZ,COCO,-12.190099716186523,96.83489990234375
II.XPFO.60.LHZ,XPFO,33.61069869995117,-116.45549774169922
IU.CCM.00.LHZ,CCM,38.05569839477539,-91.24459838867188
IU.KONO.10.LHZ,KONO,59.64910125732422,9.598199844360352
IU.MA2.10.LHZ,MA2,59.575599670410156,150.77000427246094
G.MBO.00.LHZ,MBO,14.392024040222168,-16.955467224121094
IU.HRV.60.LHZ,HRV,42.50640106201172,-71.55829620361328
IU.PMG.00.LHZ,PMG,-9.40470027923584,147.15969848632812
IU.COLA.10.LHZ,COLA,64.87359619140625,-147.86160278320312
IU.AFI.10.LHZ,AFI,-13.909299850463867,-171.7772979736328
IU.JOHN.00.LHZ,JOHN,16.732900619506836,-169.52920532226562
IU.SLBS.00.LHZ,SLBS,23.685800552368164,-109.94429779052734
IU.KMBO.60.LHZ,KMBO,-1.1270999908447266,37.252498626708984
IU.GUMO.00.LHZ,GUMO,13.589300155639648,144.86839294433594
G.TRIS.00.LHZ,TRIS,-37.06809997558594,-12.315199851989746
II.ERM.00.LHZ,ERM,42.01499938964844,143.15719604492188
IU.WVT.00.LHZ,WVT,36.12969970703125,-87.83000183105469
II.KDAK.00.LHZ,KDAK,57.782798767089844,-152.58349609375
IU.NWAO.10.LHZ,NWAO,-32.92770004272461,117.23899841308594
G.SSB.10.LHZ,SSB,45.27899932861328,4.541999816894531
II.XPFO.20.LHZ,XPFO,33.61069869995117,-116.45549774169922
IU.INCN.00.LHZ,INCN,37.47768020629883,126.62435913085938
II.BORG.00.LHZ,BORG,64.74739837646484,-21.326799392700195
II.ESK.00.LHZ,ESK,55.31669998168945,-3.2049999237060547
II.ALE.00.LHZ,ALE,82.50330352783203,-62.349998474121094
IU.RSSD.10.LHZ,RSSD,44.12120056152344,-104.03589630126953
II.CMLA.00.LHZ,CMLA,37.76369857788086,-25.52429962158203
IU.FURI.10.LHZ,FURI,8.8951997756958,38.6797981262207
II.SIMI.00.LHZ,SIMI,38.65850067138672,69.00830078125
IU.QSPA.10.LHZ,QSPA,-89.92890167236328,144.43820190429688
IU.SNZO.10.LHZ,SNZO,-41.30870056152344,174.7042999267578
IU.MAJO.00.LHZ,MAJO,36.54566955566406,138.2040557861328
IU.SJG.10.LHZ,SJG,18.109100341796875,-66.1500015258789
II.HOPE.00.LHZ,HOPE,-54.283599853515625,-36.48789978027344
G.MPG.00.LHZ,MPG,5.110109806060791,-52.64448165893555
IU.RCBR.00.LHZ,RCBR,-5.827400207519531,-35.90140151977539
IU.KBS.00.LHZ,KBS,78.91539764404297,11.93850040435791
IU.HRV.00.LHZ,HRV,42.50640106201172,-71.55829620361328
IU.KONO.00.LHZ,KONO,59.64910125732422,9.598199844360352
IU.LCO.60.LHZ,LCO,-29.01099967956543,-70.70050048828125
II.MSVF.00.LHZ,MSVF,-17.744800567626953,178.05279541015625
II.FFC.10.LHZ,FFC,54.724998474121094,-101.97830200195312
G.FDF.00.LHZ,FDF,14.734971046447754,-61.14631271362305
IU.POHA.00.LHZ,POHA,19.757299423217773,-155.5325927734375
II.NIL.10.LHZ,NIL,33.65060043334961,73.26860046386719
II.ARU.00.LHZ,ARU,56.429298400878906,58.561500549316406
IU.PET.00.LHZ,PET,53.02330017089844,158.64990234375
IU.YAK.10.LHZ,YAK,62.03099822998047,129.6804962158203
IU.RAR.00.LHZ,RAR,-21.212499618530273,-159.77330017089844
G.PAF.00.LHZ,PAF,-49.35100173950195,70.21070861816406
II.XPFO.30.LHZ,XPFO,33.61069869995117,-116.45549774169922
II.KURK.10.LHZ,KURK,50.71540069580078,78.62020111083984
IU.HRV.10.LHZ,HRV,42.50640106201172,-71.55829620361328
II.COCO.00.LHZ,COCO,-12.190099716186523,96.83489990234375
IU.ANMO.10.LHZ,ANMO,34.9459114074707,-106.45719909667969
II.SHEL.10.LHZ,SHEL,-15.959400177001953,-5.745500087738037
IU.PTCN.10.LHZ,PTCN,-25.071300506591797,-130.09530639648438
IU.DWPF.10.LHZ,DWPF,28.110300064086914,-81.43270111083984
IU.CTAO.00.LHZ,CTAO,-20.088199615478516,146.25450134277344
IU.LSZ.10.LHZ,LSZ,-15.277899742126465,28.188199996948242
IU.AFI.00.LHZ,AFI,-13.909299850463867,-171.7772979736328
IU.HKT.00.LHZ,HKT,29.96179962158203,-95.8384017944336
IU.KIP.10.LHZ,KIP,21.420000076293945,-158.01119995117188
IU.ANTO.00.LHZ,ANTO,39.86800003051758,32.793399810791016
IU.SAML.10.LHZ,SAML,-8.94890022277832,-63.183101654052734
G.DRV.00.LHZ,DRV,-66.66490936279297,140.0020751953125
II.NIL.00.LHZ,NIL,33.65060043334961,73.26860046386719
IU.CASY.10.LHZ,CASY,-66.2791976928711,110.535400390625
G.CCD.00.LHZ,CCD,-75.10649871826172,123.30500030517578
IU.FURI.00.LHZ,FURI,8.8951997756958,38.6797981262207
IU.ADK.00.LHZ,ADK,51.882301330566406,-176.6842041015625
II.KIV.00.LHZ,KIV,43.955299377441406,42.68629837036133
IU.FUNA.00.LHZ,FUNA,-8.525899887084961,179.19659423828125
IU.PTCN.00.LHZ,PTCN,-25.071300506591797,-130.09530639648438
G.NOUC.00.LHZ,NOUC,-22.098630905151367,166.30665588378906
IU.TUC.00.LHZ,TUC,32.30979919433594,-110.78469848632812
II.KWJN.10.LHZ,KWJN,9.287300109863281,167.53689575195312
II.OBN.00.LHZ,OBN,55.114601135253906,36.56740188598633
II.PFO.00.LHZ,PFO,33.61069869995117,-116.45549774169922
G.KIP.00.LHZ,KIP,21.420000076293945,-158.01119995117188
II.HOPE.10.LHZ,HOPE,-54.283599853515625,-36.48789978027344
IU.TSUM.00.LHZ,TSUM,-19.202199935913086,17.583799362182617
IU.CCM.60.LHZ,CCM,38.05569839477539,-91.24459838867188
IU.SJG.00.LHZ,SJG,18.109100341796875,-66.1500015258789
IU.YAK.00.LHZ,YAK,62.03099822998047,129.6804962158203
II.BRVK.00.LHZ,BRVK,53.058101654052734,70.28279876708984
IU.ANTO.10.LHZ,ANTO,39.86800003051758,32.793399810791016
IU.TSUM.10.LHZ,TSUM,-19.202199935913086,17.583799362182617
IU.CTAO.10.LHZ,CTAO,-20.088199615478516,146.25450134277344
IU.MAJO.60.LHZ,MAJO,36.54566955566406,138.2040557861328
IU.MBWA.10.LHZ,MBWA,-21.159000396728516,119.7313003540039
II.SACV.10.LHZ,SACV,14.970199584960938,-23.60849952697754
II.MSEY.00.LHZ,MSEY,-4.673699855804443,55.47919845581055
II.NNA.10.LHZ,NNA,-11.987500190734863,-76.84220123291016
II.AAK.00.LHZ,AAK,42.638999938964844,74.49400329589844
G.CLF.00.LHZ,CLF,48.02579116821289,2.259999990463257
IU.PMG.60.LHZ,PMG,-9.40470027923584,147.15969848632812
G.WUS.00.LHZ,WUS,41.200714111328125,79.21649932861328
IU.SFJD.00.LHZ,SFJD,66.99610137939453,-50.620758056640625
IU.YSS.10.LHZ,YSS,46.95869827270508,142.76040649414062
IU.TRIS.00.LHZ,TRIS,-37.06809997558594,-12.315199851989746
IU.LVC.00.LHZ,LVC,-22.612699508666992,-68.91110229492188
G.WUS.10.LHZ,WUS,41.200714111328125,79.21649932861328
II.PALK.10.LHZ,PALK,7.272799968719482,80.70220184326172
IU.PMG.10.LHZ,PMG,-9.40470027923584,147.15969848632812
II.BFO.00.LHZ,BFO,48.33190155029297,8.331100463867188
II.CMLA.10.LHZ,CMLA,37.76369857788086,-25.52429962158203
G.ECH.00.LHZ,ECH,48.216312408447266,7.158960819244385
II.OBN.10.LHZ,OBN,55.114601135253906,36.56740188598633
II.SACV.00.LHZ,SACV,14.970199584960938,-23.60849952697754
IU.WCI.00.LHZ,WCI,38.22890090942383,-86.29389953613281
G.COYC.10.LHZ,COYC,-45.57299041748047,-72.08139038085938
II.ABPO.10.LHZ,ABPO,-19.01799964904785,47.229000091552734
IU.COR.60.LHZ,COR,44.58549880981445,-123.30460357666016
II.KWJN.00.LHZ,KWJN,9.287300109863281,167.53689575195312
IU.WAKE.10.LHZ,WAKE,19.28339958190918,166.65199279785156
IU.COR.00.LHZ,COR,44.58549880981445,-123.30460357666016
IU.KIEV.00.LHZ,KIEV,50.70119857788086,29.224199295043945
IU.SNZO.00.LHZ,SNZO,-41.30870056152344,174.7042999267578
II.RAYN.00.LHZ,RAYN,23.522499084472656,45.50320053100586
II.ASCN.10.LHZ,ASCN,-7.932700157165527,-14.360099792480469
IU.HNR.10.LHZ,HNR,-9.438699722290039,159.94749450683594
IU.BBSR.00.LHZ,BBSR,32.371299743652344,-64.69629669189453
G.ROCAM.00.LHZ,ROCAM,-19.755529403686523,63.370140075683594
II.KURK.00.LHZ,KURK,50.71540069580078,78.62020111083984
IU.PAYG.00.LHZ,PAYG,-0.6741999983787537,-90.28610229492188
II.PALK.00.LHZ,PALK,7.272799968719482,80.70220184326172
IU.KIP.60.LHZ,KIP,21.420000076293945,-158.01119995117188
IU.ULN.00.LHZ,ULN,47.8651008605957,107.0531997680664
II.SUR.10.LHZ,SUR,-32.37969970703125,20.81170082092285
IU.PMSA.00.LHZ,PMSA,-64.77439880371094,-64.04889678955078
IU.BBSR.10.LHZ,BBSR,32.371299743652344,-64.69629669189453
G.FOMA.00.LHZ,FOMA,-24.975650787353516,46.978878021240234
IU.TARA.00.LHZ,TARA,1.3549000024795532,172.9228973388672
G.HDC.00.LHZ,HDC,10.002070426940918,-84.11138916015625
II.KAPI.10.LHZ,KAPI,-5.014200210571289,119.75170135498047
II.ABPO.00.LHZ,ABPO,-19.01799964904785,47.229000091552734
IU.QSPA.00.LHZ,QSPA,-89.92890167236328,144.43820190429688
II.MSVF.10.LHZ,MSVF,-17.744800567626953,178.05279541015625
IU.KEV.10.LHZ,KEV,69.75650024414062,27.00349998474121
G.MBO.10.LHZ,MBO,14.392024040222168,-16.955467224121094
IU.TRQA.10.LHZ,TRQA,-38.056800842285156,-61.97869873046875
IU.SLBS.10.LHZ,SLBS,23.685800552368164,-109.94429779052734
IU.HKT.10.LHZ,HKT,29.96179962158203,-95.8384017944336
IU.WVT.10.LHZ,WVT,36.12969970703125,-87.83000183105469
IU.RSSD.00.LHZ,RSSD,44.12120056152344,-104.03589630126953
II.LVZ.00.LHZ,LVZ,67.89790344238281,34.65140151977539
IU.WCI.10.LHZ,WCI,38.22890090942383,-86.29389953613281
IU.COR.10.LHZ,COR,44.58549880981445,-123.30460357666016
G.PEL.00.LHZ,PEL,-33.14360809326172,-70.67494201660156
IU.MIDW.00.LHZ,MIDW,28.215599060058594,-177.3697967529297
IU.QSPA.70.LHZ,QSPA,-89.92890167236328,144.43820190429688
IU.CCM.10.LHZ,CCM,38.05569839477539,-91.24459838867188
II.DGAR.10.LHZ,DGAR,-7.412099838256836,72.45249938964844
G.FUTU.00.LHZ,FUTU,-14.307673454284668,-178.12106323242188
IU.SDV.10.LHZ,SDV,8.883899688720703,-70.63400268554688
IU.CHTO.10.LHZ,CHTO,18.81410026550293,98.94429779052734
G.SPB.00.LHZ,SPB,-23.59269142150879,-47.426979064941406
II.UOSS.00.LHZ,UOSS,24.94529914855957,56.204200744628906
IU.KIP.00.LHZ,KIP,21.420000076293945,-158.01119995117188
IU.DAV.00.LHZ,DAV,7.069699764251709,125.5791015625
II.PFO.10.LHZ,PFO,33.61069869995117,-116.45549774169922
II.BRVK.10.LHZ,BRVK,53.058101654052734,70.28279876708984
IU.LCO.00.LHZ,LCO,-29.01099967956543,-70.70050048828125
IU.TUC.10.LHZ,TUC,32.30979919433594,-110.78469848632812
IU.KEV.00.LHZ,KEV,69.75650024414062,27.00349998474121
II.ERM.10.LHZ,ERM,42.01499938964844,143.15719604492188
II.BORG.10.LHZ,BORG,64.74739837646484,-21.326799392700195
IU.GUMO.10.LHZ,GUMO,13.589300155639648,144.86839294433594
IU.BILL.10.LHZ,BILL,68.06529998779297,166.45309448242188
IU.GRFO..LHZ,GRFO,49.69089889526367,11.22029972076416
II.MSEY.10.LHZ,MSEY,-4.673699855804443,55.47919845581055
IU.ADK.10.LHZ,ADK,51.882301330566406,-176.6842041015625
IU.RAO.10.LHZ,RAO,-29.2450008392334,-177.9290008544922
II.SUR.00.LHZ,SUR,-32.37969970703125,20.81170082092285
G.SANVU.00.LHZ,SANVU,-15.447148323059082,167.20323181152344
IU.TUC.60.LHZ,TUC,32.30979919433594,-110.78469848632812
IU.ANMO.00.LHZ,ANMO,34.9459114074707,-106.45719909667969
IU.CASY.00.LHZ,CASY,-66.2791976928711,110.535400390625
IU.PET.10.LHZ,PET,53.02330017089844,158.64990234375
IU.XMAS.00.LHZ,XMAS,2.044800043106079,-157.44569396972656
IU.JOHN.10.LHZ,JOHN,16.732900619506836,-169.52920532226562
IU.TRQA.00.LHZ,TRQA,-38.056800842285156,-61.97869873046875
IU.YSS.00.LHZ,YSS,46.95869827270508,142.76040649414062
G.TAM.00.LHZ,TAM,22.79149055480957,5.528379917144775
IU.PAYG.10.LHZ,PAYG,-0.6741999983787537,-90.28610229492188
IU.KMBO.00.LHZ,KMBO,-1.1270999908447266,37.252498626708984
II.EFI.10.LHZ,EFI,-51.67530059814453,-58.06370162963867
IU.LCO.10.LHZ,LCO,-29.01099967956543,-70.70050048828125
IU.SSPA.10.LHZ,SSPA,40.635799407958984,-77.88760375976562
IU.FUNA.10.LHZ,FUNA,-8.525899887084961,179.19659423828125
II.KIV.10.LHZ,KIV,43.955299377441406,42.68629837036133
IU.MBWA.00.LHZ,MBWA,-21.159000396728516,119.7313003540039
G.ATD.00.LHZ,ATD,11.53072452545166,42.84663391113281
G.INU.00.LHZ,INU,35.349998474121094,137.0290069580078
IU.MA2.00.LHZ,MA2,59.575599670410156,150.77000427246094
II.SHEL.00.LHZ,SHEL,-15.959400177001953,-5.745500087738037
II.MBAR.00.LHZ,MBAR,-0.6018999814987183,30.73819923400879
II.RAYN.10.LHZ,RAYN,23.522499084472656,45.50320053100586
IU.HNR.00.LHZ,HNR,-9.438699722290039,159.94749450683594
IU.TEIG.00.LHZ,TEIG,20.226299285888672,-88.27629852294922
IU.RAO.00.LHZ,RAO,-29.2450008392334,-177.9290008544922
IU.TIXI.00.LHZ,TIXI,71.63410186767578,128.86669921875
G.CAN.00.LHZ,CAN,-35.3187141418457,148.99632263183594
IU.DAV.10.LHZ,DAV,7.069699764251709,125.5791015625
IU.GNI.10.LHZ,GNI,40.14799880981445,44.74100112915039
IU.POHA.10.LHZ,POHA,19.757299423217773,-155.5325927734375
IU.PMSA.10.LHZ,PMSA,-64.77439880371094,-64.04889678955078
II.JTS.10.LHZ,JTS,10.290800094604492,-84.95249938964844
G.CRZF.00.LHZ,CRZF,-46.43000030517578,51.861000061035156
IU.SAML.00.LHZ,SAML,-8.94890022277832,-63.183101654052734
IU.NWAO.00.LHZ,NWAO,-32.92770004272461,117.23899841308594
IU.BILL.00.LHZ,BILL,68.06529998779297,166.45309448242188
G.COYC.00.LHZ,COYC,-45.57299041748047,-72.08139038085938
G.RER.00.LHZ,RER,-21.171199798583984,55.73986053466797
II.DGAR.00.LHZ,DGAR,-7.412099838256836,72.45249938964844
IU.DWPF.00.LHZ,DWPF,28.110300064086914,-81.43270111083984
II.LVZ.10.LHZ,LVZ,67.89790344238281,34.65140151977539
IU.WVT.60.LHZ,WVT,36.12969970703125,-87.83000183105469
G.CCD.10.LHZ,CCD,-75.10649871826172,123.30500030517578
IU.LSZ.00.LHZ,LSZ,-15.277899742126465,28.188199996948242
IU.RCBR.10.LHZ,RCBR,-5.827400207519531,-35.90140151977539
IU.OTAV.00.LHZ,OTAV,0.23759999871253967,-78.45079803466797
IU.QSPA.60.LHZ,QSPA,-89.92890167236328,144.43820190429688
IU.ULN.10.LHZ,ULN,47.8651008605957,107.0531997680664
IU.COLA.00.LHZ,COLA,64.87359619140625,-147.86160278320312
II.AAK.10.LHZ,AAK,42.638999938964844,74.49400329589844
II.TAU.00.LHZ,TAU,-42.9099006652832,147.32040405273438
II.WRAB.10.LHZ,WRAB,-19.9335994720459,134.36000061035156
IU.OTAV.10.LHZ,OTAV,0.23759999871253967,-78.45079803466797
II.KDAK.10.LHZ,KDAK,57.782798767089844,-152.58349609375
II.ALE.10.LHZ,ALE,82.50330352783203,-62.349998474121094
IU.TEIG.10.LHZ,TEIG,20.226299285888672,-88.27629852294922
G.IVI.00.LHZ,IVI,61.205806732177734,-48.17117691040039
G.KIP.10.LHZ,KIP,21.420000076293945,-158.01119995117188
G.PPTF.00.LHZ,PPTF,-17.589599609375,-149.56524658203125
II.KAPI.00.LHZ,KAPI,-5.014200210571289,119.75170135498047
II.UOSS.10.LHZ,UOSS,24.94529914855957,56.204200744628906
IU.TEIG.60.LHZ,TEIG,20.226299285888672,-88.27629852294922
IU.SBA.00.LHZ,SBA,-77.84919738769531,166.7572021484375
IU.KBS.10.LHZ,KBS,78.91539764404297,11.93850040435791
II.XPFO.50.LHZ,XPFO,33.61069869995117,-116.45549774169922
IU.RAR.10.LHZ,RAR,-21.212499618530273,-159.77330017089844
IU.SBA.10.LHZ,SBA,-77.84919738769531,166.7572021484375
IU.GNI.00.LHZ,GNI,40.14799880981445,44.74100112915039
II.ESK.10.LHZ,ESK,55.31669998168945,-3.2049999237060547
IU.PAB.00.LHZ,PAB,39.54460144042969,-4.349898815155029
G.SSB.00.LHZ,SSB,45.27899932861328,4.541999816894531
IU.INCN.10.LHZ,INCN,37.47768020629883,126.62435913085938
IU.KMBO.10.LHZ,KMBO,-1.1270999908447266,37.252498626708984
II.NNA.00.LHZ,NNA,-11.987500190734863,-76.84220123291016
IU.MAJO.10.LHZ,MAJO,36.54566955566406,138.2040557861328
IU.LVC.10.LHZ,LVC,-22.612699508666992,-68.91110229492188
G.AIS.00.LHZ,AIS,-37.796348571777344,77.56918334960938
II.MBAR.10.LHZ,MBAR,-0.6018999814987183,30.73819923400879
